ref_area,ref_area.label,indicator.label,time,obs_value
MEX,Mexico,Youth labour force participation rate (%),2002,47.2403
MEX,Mexico,Youth labour force participation rate (%),2003,47.1492
MEX,Mexico,Youth labour force participation rate (%),2004,46.9577
MEX,Mexico,Youth labour force participation rate (%),2005,47.8873
MEX,Mexico,Youth labour force participation rate (%),2006,48.3807
MEX,Mexico,Youth labour force participation rate (%),2007,48.3537
MEX,Mexico,Youth labour force participation rate (%),2008,47.7228
MEX,Mexico,Youth labour force participation rate (%),2009,46.9218
MEX,Mexico,Youth labour force participation rate (%),2010,47.0659
MEX,Mexico,Youth labour force participation rate (%),2011,46.8597
MEX,Mexico,Youth labour force participation rate (%),2012,47.2242
MEX,Mexico,Youth labour force participation rate (%),2013,46.3366
MEX,Mexico,Youth labour force participation rate (%),2014,45.5436
MEX,Mexico,Youth labour force participation rate (%),2015,44.7942
MEX,Mexico,Youth labour force participation rate (%),2016,44.1914
MEX,Mexico,Youth labour force participation rate (%),2017,43.7591
MEX,Mexico,Youth labour force participation rate (%),2018,43.744
MEX,Mexico,Youth labour force participation rate (%),1990,41.11
MKD,North Macedonia,Youth labour force participation rate (%),2006,35.7752
MKD,North Macedonia,Youth labour force participation rate (%),2007,35.8594
MKD,North Macedonia,Youth labour force participation rate (%),2008,35.9142
MKD,North Macedonia,Youth labour force participation rate (%),2009,35.0412
MKD,North Macedonia,Youth labour force participation rate (%),2010,33.3378
MKD,North Macedonia,Youth labour force participation rate (%),2011,32.1068
MKD,North Macedonia,Youth labour force participation rate (%),2012,33.5536
MKD,North Macedonia,Youth labour force participation rate (%),2013,33.6465
MKD,North Macedonia,Youth labour force participation rate (%),2014,32.4473
MKD,North Macedonia,Youth labour force participation rate (%),2015,32.844
MKD,North Macedonia,Youth labour force participation rate (%),2016,31.3161
MKD,North Macedonia,Youth labour force participation rate (%),2017,32.7824
MKD,North Macedonia,Youth labour force participation rate (%),2018,31.8321
MKD,North Macedonia,Youth labour force participation rate (%),1996,43.26
MKD,North Macedonia,Youth labour force participation rate (%),1999,38.8
MKD,North Macedonia,Youth labour force participation rate (%),2002,35.62
MKD,North Macedonia,Youth labour force participation rate (%),2003,35.29
MKD,North Macedonia,Youth labour force participation rate (%),1991,44.74
MKD,North Macedonia,Youth labour force participation rate (%),1994,46.69
MLI,Mali,Youth labour force participation rate (%),2004,38.33
MLI,Mali,Youth labour force participation rate (%),2010,56.32
MLI,Mali,Youth labour force participation rate (%),2014,59.6316
MLI,Mali,Youth labour force participation rate (%),2015,59.9298
MLI,Mali,Youth labour force participation rate (%),2016,44.0853
MLI,Mali,Youth labour force participation rate (%),2018,56.25
MLT,Malta,Youth labour force participation rate (%),2000,59.416
MLT,Malta,Youth labour force participation rate (%),2001,64.3101
MLT,Malta,Youth labour force participation rate (%),2002,60.341
MLT,Malta,Youth labour force participation rate (%),2003,60.0359
MLT,Malta,Youth labour force participation rate (%),2004,55.3363
MLT,Malta,Youth labour force participation rate (%),2005,53.6141
MLT,Malta,Youth labour force participation rate (%),2006,53.0347
MLT,Malta,Youth labour force participation rate (%),2007,54.0739
MLT,Malta,Youth labour force participation rate (%),2008,52.6965
MLT,Malta,Youth labour force participation rate (%),2009,51.5552
MLT,Malta,Youth labour force participation rate (%),2010,50.9376
MLT,Malta,Youth labour force participation rate (%),2011,51.9079
MLT,Malta,Youth labour force participation rate (%),2012,51.7074
MLT,Malta,Youth labour force participation rate (%),2013,53.4885
MLT,Malta,Youth labour force participation rate (%),2014,52.8954
MLT,Malta,Youth labour force participation rate (%),2015,51.6315
MLT,Malta,Youth labour force participation rate (%),2016,51.751
MLT,Malta,Youth labour force participation rate (%),2017,52.9072
MLT,Malta,Youth labour force participation rate (%),2018,55.9903
MLT,Malta,Youth labour force participation rate (%),1995,68.8
MLT,Malta,Youth labour force participation rate (%),1994,61.43
MLT,Malta,Youth labour force participation rate (%),1996,65.27
MLT,Malta,Youth labour force participation rate (%),1997,59.42
MLT,Malta,Youth labour force participation rate (%),1998,56.97
MMR,Myanmar,Youth labour force participation rate (%),2015,59.8556
MMR,Myanmar,Youth labour force participation rate (%),2017,50.8853
MMR,Myanmar,Youth labour force participation rate (%),2018,48.7083
MNE,Montenegro,Youth labour force participation rate (%),2011,23.2213
MNE,Montenegro,Youth labour force participation rate (%),2012,26.4834
MNE,Montenegro,Youth labour force participation rate (%),2013,25.4961
MNE,Montenegro,Youth labour force participation rate (%),2014,29.2072
MNE,Montenegro,Youth labour force participation rate (%),2015,30.1796
MNE,Montenegro,Youth labour force participation rate (%),2016,32.7476
MNE,Montenegro,Youth labour force participation rate (%),2017,31.2031
MNE,Montenegro,Youth labour force participation rate (%),2018,32.8565
MNG,Mongolia,Youth labour force participation rate (%),2008,33.6137
MNG,Mongolia,Youth labour force participation rate (%),2009,31.9545
MNG,Mongolia,Youth labour force participation rate (%),2010,31.8232
MNG,Mongolia,Youth labour force participation rate (%),2011,32.5966
MNG,Mongolia,Youth labour force participation rate (%),2012,38.3307
MNG,Mongolia,Youth labour force participation rate (%),2013,31.8148
MNG,Mongolia,Youth labour force participation rate (%),2014,30.6054
MNG,Mongolia,Youth labour force participation rate (%),2015,29.3287
MNG,Mongolia,Youth labour force participation rate (%),2016,27.9099
MNG,Mongolia,Youth labour force participation rate (%),2017,26.9261
MNG,Mongolia,Youth labour force participation rate (%),2018,28.8933
MNG,Mongolia,Youth labour force participation rate (%),2003,48.6
MNG,Mongolia,Youth labour force participation rate (%),2004,47.32
MNG,Mongolia,Youth labour force participation rate (%),2005,45.54
MOZ,Mozambique,Youth labour force participation rate (%),2003,68.43
MOZ,Mozambique,Youth labour force participation rate (%),2015,62.5501
MOZ,Mozambique,Youth labour force participation rate (%),1997,75.08
MRT,Mauritania,Youth labour force participation rate (%),2012,24.6134
MUS,Mauritius,Youth labour force participation rate (%),1995,50.29
MUS,Mauritius,Youth labour force participation rate (%),2001,51.2382
MUS,Mauritius,Youth labour force participation rate (%),2002,50.9038
MUS,Mauritius,Youth labour force participation rate (%),2003,52.4495
MUS,Mauritius,Youth labour force participation rate (%),2004,50.1083
MUS,Mauritius,Youth labour force participation rate (%),2005,48.6627
MUS,Mauritius,Youth labour force participation rate (%),2006,47.7545
MUS,Mauritius,Youth labour force participation rate (%),2007,44.977
MUS,Mauritius,Youth labour force participation rate (%),2008,42.496
MUS,Mauritius,Youth labour force participation rate (%),2009,41.5858
MUS,Mauritius,Youth labour force participation rate (%),2010,42.9101
MUS,Mauritius,Youth labour force participation rate (%),2011,42.4045
MUS,Mauritius,Youth labour force participation rate (%),2012,42.7067
MUS,Mauritius,Youth labour force participation rate (%),2013,43.2161
MUS,Mauritius,Youth labour force participation rate (%),2014,44.0852
MUS,Mauritius,Youth labour force participation rate (%),2015,45.9904
MUS,Mauritius,Youth labour force participation rate (%),2016,45.1011
MUS,Mauritius,Youth labour force participation rate (%),2017,44.7864
MUS,Mauritius,Youth labour force participation rate (%),2018,45.641
MUS,Mauritius,Youth labour force participation rate (%),1990,53.35
MUS,Mauritius,Youth labour force participation rate (%),2000,49.38
MUS,Mauritius,Youth labour force participation rate (%),1991,56.87
MUS,Mauritius,Youth labour force participation rate (%),1992,57.03
MUS,Mauritius,Youth labour force participation rate (%),1993,56.89
MUS,Mauritius,Youth labour force participation rate (%),1994,57.29
MWI,Malawi,Youth labour force participation rate (%),2013,64.9931
MWI,Malawi,Youth labour force participation rate (%),2005,68.6279
MWI,Malawi,Youth labour force participation rate (%),2017,46.1327
MWI,Malawi,Youth labour force participation rate (%),1998,53.84
MYS,Malaysia,Youth labour force participation rate (%),2011,41.75
MYS,Malaysia,Youth labour force participation rate (%),2012,42.24
MYS,Malaysia,Youth labour force participation rate (%),2013,43.28
MYS,Malaysia,Youth labour force participation rate (%),2014,43.36
MYS,Malaysia,Youth labour force participation rate (%),2015,42.67
MYS,Malaysia,Youth labour force participation rate (%),2016,42.94
MYS,Malaysia,Youth labour force participation rate (%),2017,43.02
MYS,Malaysia,Youth labour force participation rate (%),2018,43.77
MYS,Malaysia,Youth labour force participation rate (%),1991,44.86
NAM,Namibia,Youth labour force participation rate (%),1994,35.95
NAM,Namibia,Youth labour force participation rate (%),1997,30.63
NAM,Namibia,Youth labour force participation rate (%),2000,29.67
NAM,Namibia,Youth labour force participation rate (%),2004,30.66
NAM,Namibia,Youth labour force participation rate (%),2012,31.1136
NAM,Namibia,Youth labour force participation rate (%),2013,34.2399
NAM,Namibia,Youth labour force participation rate (%),2014,32.654
NAM,Namibia,Youth labour force participation rate (%),2016,36.5859
NAM,Namibia,Youth labour force participation rate (%),2018,29.228
NAM,Namibia,Youth labour force participation rate (%),1991,40.07
NAM,Namibia,Youth labour force participation rate (%),2001,41.67
NER,Niger,Youth labour force participation rate (%),2005,55.72
NER,Niger,Youth labour force participation rate (%),2011,70.9773
NER,Niger,Youth labour force participation rate (%),2014,62.1161
NER,Niger,Youth labour force participation rate (%),2001,53.87
NGA,Nigeria,Youth labour force participation rate (%),2004,36.49
NGA,Nigeria,Youth labour force participation rate (%),2011,30.7866
NGA,Nigeria,Youth labour force participation rate (%),2013,23.5538
NGA,Nigeria,Youth labour force participation rate (%),2016,29.9986
NIC,Nicaragua,Youth labour force participation rate (%),2006,47.74
NIC,Nicaragua,Youth labour force participation rate (%),2012,70.401
NIC,Nicaragua,Youth labour force participation rate (%),2014,51.6625
NIC,Nicaragua,Youth labour force participation rate (%),1995,48.16
NIC,Nicaragua,Youth labour force participation rate (%),1990,48.76
NIC,Nicaragua,Youth labour force participation rate (%),1991,49.17
NIC,Nicaragua,Youth labour force participation rate (%),1996,48.68
NIC,Nicaragua,Youth labour force participation rate (%),1998,49.5
NIC,Nicaragua,Youth labour force participation rate (%),1999,59.51
NIC,Nicaragua,Youth labour force participation rate (%),2000,61.83
NLD,Netherlands,Youth labour force participation rate (%),1990,59.5881
NLD,Netherlands,Youth labour force participation rate (%),1991,60.3447
NLD,Netherlands,Youth labour force participation rate (%),1992,60.9152
NLD,Netherlands,Youth labour force participation rate (%),1993,60.484
NLD,Netherlands,Youth labour force participation rate (%),1994,60.5874
NLD,Netherlands,Youth labour force participation rate (%),1995,62.0037
NLD,Netherlands,Youth labour force participation rate (%),1996,61.1104
NLD,Netherlands,Youth labour force participation rate (%),1997,63.0771
NLD,Netherlands,Youth labour force participation rate (%),1998,66.106
NLD,Netherlands,Youth labour force participation rate (%),1999,67.7018
NLD,Netherlands,Youth labour force participation rate (%),2000,72.1551
NLD,Netherlands,Youth labour force participation rate (%),2001,73.5745
NLD,Netherlands,Youth labour force participation rate (%),2002,73.9194
NLD,Netherlands,Youth labour force participation rate (%),2003,73.5667
NLD,Netherlands,Youth labour force participation rate (%),2004,71.9973
NLD,Netherlands,Youth labour force participation rate (%),2005,67.3191
NLD,Netherlands,Youth labour force participation rate (%),2006,67.1879
NLD,Netherlands,Youth labour force participation rate (%),2007,69.5766
NLD,Netherlands,Youth labour force participation rate (%),2008,70.3173
NLD,Netherlands,Youth labour force participation rate (%),2009,70.0325
NLD,Netherlands,Youth labour force participation rate (%),2010,68.2602
NLD,Netherlands,Youth labour force participation rate (%),2011,68.0851
NLD,Netherlands,Youth labour force participation rate (%),2012,69.214
NLD,Netherlands,Youth labour force participation rate (%),2013,69.1982
NLD,Netherlands,Youth labour force participation rate (%),2014,67.3536
NLD,Netherlands,Youth labour force participation rate (%),2015,68.4665
NLD,Netherlands,Youth labour force participation rate (%),2016,68.1978
NLD,Netherlands,Youth labour force participation rate (%),2017,68.3459
NLD,Netherlands,Youth labour force participation rate (%),2018,68.8744
NOR,Norway,Youth labour force participation rate (%),1990,60.508
NOR,Norway,Youth labour force participation rate (%),1991,57.659
NOR,Norway,Youth labour force participation rate (%),1992,56.743
NOR,Norway,Youth labour force participation rate (%),1993,55.476
NOR,Norway,Youth labour force participation rate (%),1994,55.433
NOR,Norway,Youth labour force participation rate (%),1995,54.8388
NOR,Norway,Youth labour force participation rate (%),1996,60.8423
NOR,Norway,Youth labour force participation rate (%),1997,63.7035
NOR,Norway,Youth labour force participation rate (%),1998,65.8016
