Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,gdp_mean3,gdp_2017,gdp_mean27
URY,9840.72007,10117.19702,10840.71829,11047.22672,11764.79924,11511.0894,12066.24967,13005.63899,13506.11129,13175.44318,12874.76476,12358.045,11400.22433,11499.40964,12080.45626,12975.75648,13485.55487,14330.29472,15307.85795,15900.82926,17082.40466,17904.74583,18477.37913,19270.5761,19827.56499,19831.4459,20093.63226,19917.54772,20551.40942,14361.69805
USA,37062.13026,36543.08492,37321.12904,37843.57328,38891.6982,39476.26582,40500.79542,41811.63877,43166.08185,44672.54941,45986.05271,45977.54999,46366.57797,47260.04194,48597.33736,49762.2379,50598.94836,51011.42503,50383.84056,48557.86764,49374.17889,49793.71352,50520.34829,51003.68599,51921.98464,53005.63615,53399.35917,52775.65999,54225.44612,46251.2564
UZB,3071.022647,2991.446165,2594.852007,2478.209376,2303.672203,2242.059663,2236.976535,2309.349584,2370.19491,2445.609277,2503.657346,2575.992404,2646.445073,2725.692293,2901.895529,3069.115166,3253.221059,3525.435558,3781.528957,4019.435793,4239.702208,4469.997484,4765.860109,5067.360265,5370.865802,5700.236028,6038.928299,5703.343376,6253.10386,3498.280914
VCT,5576.149208,5623.316611,5971.453224,6220.175341,6140.462021,6617.845538,6705.940527,6945.601882,7235.134246,7434.165952,7554.635333,7677.371516,8150.909745,8761.171151,9107.742097,9318.463174,10019.88113,9848.748636,10494.01034,10265.45945,9915.577619,9871.648577,10009.13083,10193.27262,10290.11096,10468.26274,10583.05397,10447.14256,10727.14607,8490.244304
VNM,1452.877479,1507.191728,1603.903822,1699.222153,1815.275905,1954.776754,2104.505112,2244.310844,2343.440239,2426.282479,2562.104865,2692.125097,2833.770963,3000.311156,3196.297215,3405.679195,3609.683037,3831.243217,4009.959321,4185.019792,4408.168612,4632.765965,4821.137231,5024.438902,5264.8281,5554.858056,5837.628704,5552.438287,6171.884192,3364.060362
VUT,2549.287954,2557.053812,2547.88244,2493.588783,2646.649631,2609.434204,2614.769639,2693.108513,2760.384391,2719.729957,2822.917121,2663.600485,2466.654977,2507.806814,2541.579864,2609.539864,2761.023672,2833.643045,2944.26146,2970.033065,2948.032937,2915.299885,2899.164415,2890.18939,2892.341604,2806.789686,2856.47531,2851.868867,2921.908676,2730.112557
WSM,3649.144217,3538.921508,3499.974858,3607.802844,3483.154586,3685.713886,3924.341024,3928.604459,3996.659685,4065.811846,4325.830632,4600.843262,4773.081877,4958.283843,5155.135068,5335.149447,5405.190891,5709.361492,5728.009131,5414.239286,5399.893096,5667.490534,5644.292861,5489.787094,5511.163112,5558.791879,5914.281291,5661.412094,6021.557424,4785.446826
ZAF,9696.384085,9378.590638,8963.083127,8862.016475,8944.71037,9032.900247,9243.94213,9323.756817,9220.957918,9294.563712,9538.968503,9661.165358,9878.963128,10037.42149,10364.36297,10783.19496,11261.95976,11741.35315,11989.86005,11676.04494,11887.80503,12118.73786,12215.25187,12339.7324,12389.71467,12377.65926,12286.69712,12351.35702,12294.87614,10600.16693
ZMB,2341.933063,2280.716944,2184.880745,2275.014162,2025.754058,2029.481349,2096.660404,2115.319145,2047.091657,2081.720118,2102.983169,2154.862984,2191.961814,2282.299191,2378.300439,2482.582018,2607.132776,2748.858048,2881.811825,3060.067789,3279.277161,3361.112069,3509.413319,3576.680691,3632.503753,3627.202041,3652.151926,3637.285907,3689.250826,2667.750839
ZWE,2605.794934,2681.495078,2384.972017,2360.793275,2529.82666,2488.298018,2698.917289,2725.88869,2761.318526,2699.85751,2583.49099,2590.18453,2334.44882,1917.251746,1785.608965,1662.485685,1582.409117,1501.078384,1215.020416,1336.212644,1474.877128,1667.137943,1871.36634,1929.765001,1925.138698,1912.280261,1879.628119,1905.682359,1899.774977,2107.33292
