,Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths)
BHR,3.450945338,3.515454576,3.66848337,3.7640356010000002,3.750463439,3.797736542,3.7976972460000002,3.943108833,4.052275698,4.1019914989999995,3.9096446410000003,3.7461961880000003,3.6280278480000003,3.8073118810000004,3.9647450930000003,3.990555582,3.960594441,4.00189349,4.0226603789999995,4.058147572,4.159769545,4.212964512,4.322512412,4.352194794,4.388010498,4.486967133,4.578949187,4.737998729,1.95667294,1.9241237690000002,1.945694495,1.9333653819999999,1.8752934190000001,1.8575657269999999,1.790439984,1.759172105,1.718937498,1.656666832,1.500864775,1.368783855,1.274756773,1.295004176,1.308058366,1.3127008070000001,1.280849161,1.268466839,1.2523877840000002,1.2118457059999999,1.214336325,1.202569988,1.199185419,1.191697351,1.179888722,1.177622332,1.177415444,1.190416056,2.206950934,2.229308542,2.26063978,2.258371115,2.2303456880000003,2.229953222,2.2077181930000003,2.240961012,2.310614589,2.3597094430000003,2.351206552,2.383588691,2.4468167000000003,2.661111289,2.842190418,2.908003194,2.914881051,2.984672119,2.9987191560000004,2.9984863539999997,3.02326773,3.055465608,3.13208876,3.1923189130000003,3.2819702239999997,3.3958890760000005,3.503259015,3.650144168
BHS,4.689109061,4.808130619,4.966227457,5.245229031,5.116718728,4.962812563,4.725187383,4.29458962,3.8464001789999998,3.474846618,3.069603354,2.753903788,2.552969911,2.490173548,2.424396977,2.385154347,2.348134317,2.266428425,2.24945828,2.250946339,2.264595993,2.306616776,2.343240657,2.4102084809999997,2.50137942,2.57217258,2.6390937819999998,2.7077968930000003,2.096902423,2.1658578459999998,2.23310926,2.300291609,2.1593624730000003,2.006025372,1.8189658969999998,1.5645768580000001,1.313300379,1.10334234,0.914065509,0.79065599,0.713270592,0.6822631309999999,0.649999566,0.618745101,0.586163938,0.545661078,0.523475357,0.506273209,0.49346540200000005,0.49201656299999996,0.494112272,0.503750151,0.523188775,0.541104176,0.556162826,0.569713432,3.907591492,3.9725714830000003,4.065137307,4.216152346,4.1968301,4.145928038,4.126706124,3.8970756539999996,3.744160485,3.748172212,3.6029084489999996,3.635719077,3.577053536,3.540515542,3.557416715,3.572301097,3.6952220189999996,3.6742126969999997,3.6959861289999996,3.7509490939999997,3.807699613,3.890938049,4.047302987,4.206364976000001,4.360087466,4.482205862,4.593968544,4.704792551000001
BIH,16.72120226,15.96390646,15.75016363,14.98262603,14.4451776,13.28779167,11.19601842,8.82268371,7.114283123,5.959025125,5.284408196,4.559177587,4.369065147,3.9491699239999996,3.7154938019999997,3.685609817,3.6015970619999997,3.5089217969999997,3.388338965,3.2799172839999997,3.174423141,3.122479747,3.288678309,3.459589097,3.467719558,3.5241125689999997,3.4688602110000004,3.3436956189999996,11.55951588,10.99535342,10.83676774,10.299768499999999,9.919344367,9.027364188,7.351434055,5.499907949,4.190994839,3.320945683,2.810549083,2.323994324,2.1241874569999997,1.835939446,1.6782047969999998,1.596645146,1.5196152369999998,1.432021935,1.34145718,1.260144361,1.186701585,1.11395181,1.127470699,1.138828592,1.117049217,1.11481366,1.081027262,1.029270692,8.303001183,8.500023947999999,8.661505757999999,8.574793751,8.357235038999999,7.798898725,6.711045102999999,5.537916543,4.632727442,4.152638972,3.876400303,3.609765368,3.462972821,3.248383296,3.154814487,3.2471794,3.265026432,3.327129269,3.18730668,3.1866321010000003,3.14646296,3.106974254,3.072922567,3.091248274,3.081745233,3.140540137,3.1071123469999997,3.0657227189999996
BLR,48.61371403,47.08294224,46.51879333,46.74892225,47.06377178,47.15542147,44.14172492,42.08656519,40.94441581,38.589572499999996,30.59940806,25.77723231,17.74216034,13.8115486,11.16144435,8.943126419,7.045560611,5.606634843999999,4.933493594,4.808659123,4.726678598,4.9321506280000005,4.836507062,5.078821253,5.049641193,4.74580359,4.6917105580000005,4.639462353,37.00105934,35.37290457,34.50293577,34.26813638,34.12138613,33.86507602,31.41667693,29.69899518,28.68110023,26.877744500000002,21.50727572,18.30335844,12.74452796,10.0443233,8.21953975,6.676302794,5.392451457999999,4.374288377,3.9342448819999998,3.9313016110000003,3.961859244,4.07617014,3.938150999,4.086108399,4.037645338,3.77786773,3.7183991389999997,3.6664606,47.17950983,45.84359123,45.11387385,46.33310906,46.0320302,47.08587771,46.24603849,46.18278408,46.07421562,45.6067675,39.53074592,36.35937162,32.92400002,28.89722896,26.27430251,24.52876696,22.24836615,20.04552651,19.02730393,18.87715926,18.10938312,17.850998399999998,15.92793241,15.08212931,14.34342918,13.992137300000001,13.90440219,13.96133739
BLZ,21.98934341,20.64405715,19.00770989,17.65329413,16.49332758,16.18022555,15.99681948,15.87110151,15.21231971,13.88993486,12.57532322,11.50642475,10.83283145,10.44157558,10.08760189,10.02431984,9.700509967999999,9.359279443,9.19160094,9.143790576,9.03809387,9.074570736,8.883110912000001,8.934873778,9.214670118999999,9.187325738,9.343732664,9.509475005,14.91080918,13.7666674,12.41996345,11.28044223,10.31691162,9.909851367,9.616892841,9.410720131,8.939609363999999,8.100948452999999,7.283205477999999,6.599156231,6.132504554,5.8103377510000005,5.497808676,5.333873239,5.028629395,4.7336287839999995,4.53753611,4.410078767,4.257618282,4.182020817,4.015794823999999,3.96407584,4.019969059,3.9509149939999997,3.974052426,4.009414336,10.361055499999999,9.581508287,8.791789272,8.126639922999999,7.5483645820000005,7.303152093,7.302651241,7.371216297,7.329369773,7.189514936,6.90391216,6.836958543,6.951925403,7.107967625,7.155818687000001,7.250519141,7.33047769,7.354937783,7.455581965,7.712128562,7.863350986,8.081935355,8.205103812,8.426932609,8.562095003,8.625739667000001,8.721675057,8.818269088
BMU,0.607715287,0.586483911,0.5756902979999999,0.578258906,0.54455823,0.509955181,0.48909270299999996,0.452359402,0.413306204,0.37019980799999996,0.33411182,0.299766102,0.282895783,0.272167117,0.262466711,0.257483941,0.248088732,0.240283844,0.239095925,0.239372957,0.242850254,0.247580722,0.253763017,0.263312216,0.27756090899999997,0.278372598,0.28722366,0.296040093,0.181521147,0.17345474,0.16899487100000002,0.16842554,0.158139834,0.14746051300000002,0.14009148,0.127589638,0.114323784,0.099974425,0.08881895599999999,0.07778967099999999,0.071279741,0.066032698,0.061005117000000005,0.057004802,0.052350630999999995,0.048678096,0.04623984,0.044376400999999996,0.043358025,0.042778158,0.042403928,0.042331223,0.043410448,0.043045279000000006,0.044133967,0.04521686,0.536031748,0.535010725,0.541117146,0.554107594,0.548852727,0.536876055,0.553424431,0.560472819,0.562876686,0.5623326129999999,0.558656915,0.563004304,0.564361094,0.571105721,0.564027107,0.557601989,0.547573899,0.539933586,0.544433933,0.54696161,0.5494810379999999,0.551160945,0.5682939889999999,0.587716024,0.602292219,0.621275039,0.638612463,0.6576261529999999
BOL,3141.161296,2904.0549379999998,2962.870622,2663.048796,2328.3109050000003,2153.623875,1997.01667,1809.038062,1655.2786210000002,1508.548435,1370.319994,1230.584215,1095.922004,987.2025076,883.0791182,794.4545537,710.5910659,636.4378591,574.7486646000001,524.9038326,480.3614432,444.7657548,414.8706767,389.0980948,369.020675,348.3774685,332.520203,326.3299581,1819.0272100000002,1721.7354879999998,1797.9655089999999,1639.442688,1448.565207,1362.389117,1271.961067,1159.438147,1065.232671,969.9379276000001,878.6310241,776.1377466,681.3543902000001,604.2246006,532.0124968,472.01295189999996,417.2468913,371.0659908,332.65026889999996,301.4929335,272.4419827,247.8661895,226.9876341,207.5356252,190.3993823,171.98455780000003,156.6214955,147.8474071,1828.4981030000001,1711.343764,1706.359493,1579.060436,1437.283117,1356.719227,1276.3799119999999,1188.156693,1108.415849,1034.057145,961.0400622000002,889.8995842,816.6300861000001,751.9251158,691.8543854,639.6524586,589.0986508999999,545.0785913,503.1224006,470.486594,441.03323370000004,415.3764604,394.85562610000005,377.4315097,361.7566137,347.8246747,336.9467318,330.78400760000005
BRA,31596.67287,29208.33602,26729.13204,24492.815319999998,22152.1788,19865.19804,17498.77519,15498.406019999999,14178.50735,12651.494429999999,11101.069759999998,9880.612616,8920.890954,8130.022117,7346.636281,6716.274076000001,6122.745509,5476.408456,4918.8077060000005,4430.709215999999,4013.4181630000003,3677.581894,3460.0512799999997,3295.072288,3088.942771,2976.04308,2948.2871609999997,2957.752014,22615.88796,21170.54689,19658.6012,18291.93425,16786.38391,15254.11372,13581.025730000001,12104.29848,11135.91805,9983.059521,8791.411781,7883.171268000001,7174.340053,6597.606877,5992.909439,5509.916832,5053.334106,4549.431757,4108.812910000001,3719.3049,3370.8674539999997,3053.473179,2833.072106,2653.816687,2440.780243,2310.929187,2251.937563,2231.321541,17214.80339,15852.25553,14468.36876,13232.18781,11964.87891,10762.63724,9540.233465000001,8538.642929000001,7866.7529859999995,7138.370594,6406.69005,5822.999315999999,5364.702878,5002.0698219999995,4669.958487,4387.448670000001,4168.4498490000005,3951.6458780000003,3783.294133,3684.1978299999996,3589.6804,3540.049547,3532.833969,3558.7099409999996,3550.374297,3593.096057,3681.7864649999997,3710.661582
BRB,5.240489612,5.217296925,5.179716317,5.275719465,5.196083427,4.979899718,4.50830942,4.177470503,3.784018812,3.418482374,3.1485666410000004,2.819136718,2.730686221,2.6466725980000003,2.606235934,2.603062765,2.467339779,2.344457016,2.283765895,2.235074659,2.2389054930000003,2.268054797,2.2572880090000003,2.304919499,2.3862983840000003,2.432848384,2.466973658,2.528326566,3.2316407419999997,3.111073621,2.9847403260000003,2.9330148730000003,2.8044779419999997,2.63220234,2.340700702,2.13483445,1.9065958019999998,1.6954343459999999,1.536205807,1.33753935,1.250530225,1.168127381,1.1085529440000002,1.069087947,0.983319068,0.913161421,0.8676321509999999,0.8264567420000001,0.8092614290000001,0.8035635859999999,0.785228472,0.7784508379999999,0.789695218,0.796604711,0.79865756,0.8103610720000001,6.232601428,6.300665459,6.272605129,6.407519006,6.575751812999999,6.670926484,6.730714273999999,7.0745788,7.401866569,7.734608718,7.860648629,8.01663655,8.412689987,8.660395442,8.97431348,9.231985317000001,8.821839687,8.504052028,8.301931553,8.053950733999999,7.993900839,8.045879688,8.052949918,8.165970442,8.454958616,8.663487121000001,8.835764114,9.033550951
BRN,0.31741580199999997,0.31051063,0.300326899,0.286330441,0.278280843,0.266492572,0.254009162,0.24105829899999998,0.230105688,0.219057317,0.212780369,0.19991097,0.198764114,0.201526827,0.20617081399999998,0.21299,0.227379521,0.244693123,0.265821585,0.28672209600000004,0.310229274,0.347265809,0.37078435299999996,0.385420885,0.399919494,0.416393516,0.42024493399999996,0.417956671,0.17835224800000002,0.166813945,0.155591637,0.142848809,0.133998685,0.124127995,0.11451574199999999,0.105413666,0.097928789,0.09091220800000001,0.086314357,0.07982871700000001,0.07265681,0.069852728,0.067843182,0.066751503,0.067034973,0.069809274,0.073404876,0.076754969,0.080622362,0.086167312,0.087814485,0.08988762300000001,0.091990734,0.09457698,0.094345594,0.092768062,0.583219692,0.586683666,0.581037961,0.571040143,0.565568383,0.556507347,0.549888324,0.545777112,0.549679545,0.55627728,0.572256604,0.578969854,0.592728987,0.612797438,0.632414622,0.655365353,0.683779445,0.719602686,0.7599314509999999,0.808218587,0.857789499,0.918843565,0.9688505999999999,1.005698335,1.028928612,1.075875865,1.100684061,1.128641487
BTN,318.49810299999996,320.6075143,292.635808,272.7583207,260.5102043,249.8322319,238.4317091,226.5021381,212.8033517,199.80888069999997,188.4073861,176.2411467,163.0110673,151.3556234,140.8868758,131.5157126,125.1776041,119.5459946,113.2900669,107.7014538,101.88557320000001,97.13335752,92.6942928,89.46706275,86.90837573,83.84960873,82.33232633,84.07763476,247.9946457,249.3458912,227.3155506,211.626508,202.0546675,193.6475802,184.77208169999997,175.6055721,165.23534619999998,155.58021509999998,147.2616882,138.2827132,128.6384015,120.1696652,112.849947,106.50849070000001,101.07237950000001,96.38912254,91.45122427,86.97391933,82.25565151,77.2787744,72.64731747,69.21804562,66.14361031,63.11495108,61.3072321,61.96811598,174.2315678,170.2502336,155.0937439,143.4145694,134.0424821,125.4894529,117.01645559999999,108.3956656,98.74700233,89.80741971,81.79447479,74.18296594,66.20151491,59.28228886,52.98036214,47.38316068,44.47244129,41.76429121,38.79659635,36.14373612,33.52477639,31.72405871,29.98552231,28.61852255,27.47585949,26.11439616,25.13047986,25.06453317
BWA,766.4875607999999,751.7301665,740.4378614,731.0989083,725.063442,706.1811864,676.6493312000001,648.005058,667.5463837,669.3279552,665.3931547999999,665.9420695,666.2180553999999,651.7138561,631.9025790000001,625.9635323,634.1774291,610.3435459,587.0717502,562.348191,530.9027768,508.2398478,483.96986960000004,461.47184789999994,445.1848774,427.1094902,411.7056195,414.3542095,570.6134473,558.2893797,548.7501801,540.8052521000001,535.2659096,520.6412677,498.2609351,476.5981863,490.60307530000006,491.5210255,488.5520487,489.16932510000004,490.4897245,481.22750030000003,468.6232875,465.7653362,472.9677274,454.99663619999995,436.58621339999996,415.1317101,388.2466307,367.3365236,347.53331430000003,328.91556230000003,313.95547880000004,297.7933223,283.86900760000003,282.8387762,475.54781529999997,465.33668,456.9662058,449.1527493,443.25941050000006,430.7579208000001,412.7077456,395.73209039999995,406.0706712,407.1548497,406.5020317,409.00327339999996,411.2103299,405.99858989999996,397.28385089999995,395.10411830000004,401.14633639999994,388.1639062,378.6435068,368.0737134,352.56780430000003,342.91488169999997,330.0697558,318.63000639999996,311.5981772,301.0430975,291.0893211,291.5827149
CAF,2806.6150820000003,2907.2904359999998,3015.996778,3178.9086,3337.725425,3531.590243,3686.7935270000003,3898.247716,4043.670664,4290.515267,4521.199791,4618.009859000001,4710.332445,4799.419385,4904.1841079999995,4972.511955,5184.039213,5192.47652,5234.246979,5278.487635,5273.7343009999995,5176.683383,5086.987905,5043.440691,5053.442099,5091.6170329999995,5129.102667,5129.302511,2155.2276829999996,2232.589052,2315.712859,2440.911442,2562.640207,2712.149637,2832.282038,2996.062074,3108.069506,3297.677229,3475.691375,3550.115101,3621.6980729999996,3691.360511,3772.783249,3826.3416009999996,3989.613507,3996.7310829999997,4029.228937,4063.937991,4060.4603420000003,3983.6366479999997,3912.885391,3878.740969,3886.023218,3915.358683,3944.1644380000002,3944.7603990000002,2017.678854,2080.79639,2145.226227,2245.298311,2336.975117,2444.950543,2540.8244670000004,2655.05073,2737.073357,2867.657009,2981.1836829999997,3035.732856,3089.29429,3142.059229,3199.30823,3240.5741510000003,3377.534368,3389.7334560000004,3415.674304,3445.254253,3439.022383,3362.2542829999998,3288.598411,3254.151584,3248.025608,3254.988762,3256.1344,3249.2233739999997
CAN,6.102563729,5.688277522000001,5.643669906,6.081663879,6.412318735,7.111049194,8.240519228,9.950351053,12.87151117,16.9535913,24.07666745,28.121557899999996,32.679102,38.02547198,43.03668691,45.48429545,48.52245585,51.89004249,53.07570375,53.61044587,52.63801583,53.74356073,53.79321208,50.71308928,49.59653106,49.15193672,48.18307995,47.82314361,5.800428652999999,5.349995256000001,5.260748957,5.620837726,5.86283523,6.394827977,7.252222865,8.573415073,10.85304103,13.91697526,19.13892866,24.06189417,29.90762413,37.85988797,46.33907594,52.75366548,58.01352333,64.81101114,69.03973351,72.48163442,73.58342804,72.86391457,70.93245718,66.32686792,64.54486475,63.67898148,62.01106478,61.0428625,37.22300336,38.14062591,39.15887915,40.96788962,42.48364306,44.06255302,45.47362570000001,46.94265635,48.68391724,48.62223721,47.43323938,48.22443514,50.94906983,55.25806792,60.41988118,65.1031875,68.69195868,74.03959708,78.36105947,82.16681985,84.74946158,87.48565449,89.70120058,88.21896429,88.59667373,90.144958,90.54418518,91.83967058
CHE,3.425478652,3.4142099260000003,3.3105967439999997,2.970309303,2.67182412,2.216313035,1.835686687,1.670280265,1.5019886169999999,1.514959165,1.531369589,1.5584041730000002,1.739695569,2.02165125,2.130440134,2.30463458,2.632858829,2.91931142,3.395795591,3.8529197219999998,4.433644254,4.890817123,5.201416588,5.379592852,5.524077534,5.736207837,5.447633392,5.266639686,2.687840638,2.616283626,2.596312062,2.388595515,2.212499401,1.893768174,1.620843232,1.524004978,1.415663127,1.4710399090000001,1.523632226,1.585104446,1.60579951,1.8414314669999998,1.911399593,2.033047182,2.281214152,2.483721106,2.834634325,3.1683963719999997,3.5827381330000003,3.877513874,4.054732016,4.135413942,4.195015523,4.316806005,4.062758467,3.898039041,15.35371007,15.33338542,15.29605198,15.06419547,14.36770629,13.03908428,12.21634031,12.49455142,12.33806966,12.23180675,12.15982114,11.43753329,11.64888308,11.76493412,11.41477938,11.45256344,11.46157765,11.57648931,11.83439169,12.40829979,12.83806322,13.27400495,13.82214824,14.20604793,14.43225092,15.33605447,15.21722892,15.19192829
CHL,201.8877608,173.11282680000002,149.8650294,134.08415829999998,123.94738559999999,118.499444,110.9025801,104.0891723,98.97295240000001,94.22706763,86.40077609999999,81.69934812,75.00226424,74.02077659999999,71.69367641,68.41214359,66.83542894,66.90163144,68.31066093,73.16763777,77.39768441,79.96858948,84.50723332,91.4531141,96.48883529,98.59173815,97.70679179999999,100.0541872,164.68384780000002,140.69828180000002,121.49828810000001,108.63444960000001,100.2259165,95.41346928,88.71790288,82.59032319,77.75532194,73.27375479999999,66.48281474,62.07191847,56.21138937,53.94960688,50.98876907,47.69913594,45.78823914,45.30372231,45.64452757,48.06632653,49.62845073,50.03806022,51.78924312,55.06290244,57.10347443,57.48132877,56.38800262,57.35420815,178.9393239,163.147643,155.60252219999998,155.9746083,154.8981503,155.3337118,151.58172340000002,144.2072574,135.0018074,124.2866696,104.6160331,94.83652428,83.52437824,78.44872208,75.37673739,71.16403068,69.27997898,70.26524124,69.39134867,73.0892026,75.27316447,74.41823869,76.44870235,79.28443503,79.37161214,80.41476319,83.11861528,86.6902177
CHN,77388.78133,70446.42152999999,62689.25362,55537.10799,49466.43065,43832.63656,39382.77732,35011.68006,31504.496860000003,28206.95392,25217.511730000002,22296.40654,19692.15189,17372.596419999998,15268.48409,13056.37026,11052.87062,9453.174856,8180.468293999999,7212.267418,6362.259717,5690.977683,5144.919549,4704.716092000001,4387.828842,4180.28686,3999.888921,3886.420648,63573.02812,57904.99367,51516.68778,45580.15443,40419.112180000004,35598.72134,31719.614960000003,27895.6552,24789.95393,21889.29839,19265.47552,16745.1951,14555.82803,12699.84062,11022.65286,9292.224784,7748.047798999999,6524.708778,5562.319115,4834.036004,4201.566186,3707.2916450000002,3324.0907429999997,3020.34403,2769.7970170000003,2638.362946,2541.271111,2405.458727,59454.97119,55494.59201,50367.07527,45141.49558,40773.84142,36957.8789,33754.47999,30607.04193,27691.96091,24858.72847,22321.97357,19838.38819,17626.93389,15949.27257,14488.45126,12846.1033,11334.69817,10103.643820000001,9222.118825,8502.629487,7842.432513,7306.503699,6780.8897959999995,6335.113803,6054.1544619999995,5798.397582,5539.491396,5348.404261
CIV,8930.915187,9299.414834000001,9518.44512,9922.351128,10357.8288,10911.44405,10932.39093,11068.327379999999,11168.75205,11061.06327,10795.04991,10627.69404,10271.20646,10229.08873,10560.304240000001,11190.76604,11549.58095,11146.74281,10434.65041,9935.339276,9508.301699,9286.942429,9819.642402,10110.023990000002,9984.620751,9922.4632,9553.848213,9363.352589,6667.000368999999,6965.010262999999,7151.170440000001,7476.875145999999,7825.049395999999,8257.302075,8278.929993000002,8377.108212000001,8441.689375,8334.590344,8106.132466,7943.385345000001,7638.9382510000005,7575.807781,7802.097099,8253.01773,8505.948669,8202.224562000001,7669.7031560000005,7290.769129,6964.829931,6790.525342,7163.831312,7358.184192000001,7247.006754000001,7176.325978,6888.353698000001,6735.508568000001,6603.709004,6820.000845999999,6970.865489,7234.475051,7529.3406780000005,7883.069014,7944.007006999999,8053.4658930000005,8146.050923000001,8104.810378,7967.596087000001,7829.930453,7616.1056,7574.281909,7765.233020000001,8128.4216049999995,8384.065138,8164.5042650000005,7732.121883,7427.960718,7181.618272,7077.839103,7478.834923,7716.820390999999,7634.618076000001,7570.120284999999,7303.725594,7127.215859999999
CMR,13187.793290000001,14097.908590000001,14371.4064,14965.153180000001,15668.87938,16358.42775,16732.66767,16531.37396,16632.752969999998,16258.80624,16163.90065,15734.619869999999,16126.19334,15748.75324,15343.35651,15099.860540000001,14810.8356,14101.293,13777.82213,13825.042140000001,14058.05411,13527.28221,12161.61088,11632.29298,11192.09649,10689.674790000001,10671.75999,10469.62448,9950.98254,10636.65485,10841.73204,11285.99754,11815.79776,12333.958709999999,12614.14364,12458.0162,12531.93172,12249.8683,12179.70685,11857.24663,12147.12466,11857.07676,11543.8597,11349.34273,11122.183570000001,10579.73185,10324.0609,10344.41676,10503.23322,10089.28566,9050.056743000001,8631.375655,8278.242203,7872.948715,7825.700344,7646.251520999999,8653.071045,9170.506738,9369.889276,9732.599815000001,10135.7004,10527.644040000001,10771.25953,10719.83031,10811.49212,10655.45723,10651.73989,10425.588240000001,10702.10629,10510.70857,10304.165159999999,10194.48318,10090.17405,9743.416981,9616.735071,9714.736245999999,9879.131846,9569.362191,8826.087671,8504.501953,8208.123706,7889.513513,7864.17647,7701.19255
